textOriginal,textPreprocessed,class
":)",":)",0
"Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar","? ? ? send thing think people sofa tour sugar",0
"Just checked out, heading out to drop off my stuff now",", just off check stuff head drop",0
"Money i have won wining number 946 wot do i do next","win next number wot wine money",1
"Fair enough, anything going on?","? , go anything enough",0
"If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.",". . home ok lor like go dun feel ü ü meet rite comin",0
"Or remind me in a few hrs.",". remind few hr",0
"So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream",". . . hope take show dream live care",0
"U have WoN £100 of  Gift Vouchers week starting NOW  call now 08718738034","u week call £ won vouchers 100 start gift 08718738034",1
"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""","1 2 .. thing ! : leave change "" "" career concentrate",0
"Was really good to see you the other day dudette, been missing you!",", good ! day miss really",0
"I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..",". . . .. sir like tell he sm call today pa verify project mistake teach",0
"Just wanted to say holy shit you guys weren't kidding about this bud","guy say just n't kid shit want be bud",0
"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",". . . come , back know hope ur ur good ! * half let day walk book hi",0
"Noice. Text me when you're here",". text",0
"Gokila is talking with you aha:)","talk :) aha",0
"Please sen :)my kind advice :-)please come here and try:-)","come please please :) :-) :-) try kind sen advice",0
"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",". 8 9 , go ! pm to start around inch snow tonite",0
"Ok i msg u b4 i leave my house.",". u ok leave msg house b4",0
"Ok then i'll let him noe later n ask him call u tmr...","u ok late ... call noe ask let n tmr",0
"Ya:)going for restaurant..",".. go :) ya",0
"I am in revage theatre now. . Going to watch KALAPANI in a few minutes",".. go minute few watch theatre",0
"We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;",". . right right & & ; ; leave lt # gt walk address pass mom hill",0
"I HAVE A DATE ON SUNDAY WITH somebody I know!!","know ! ! date somebody sunday",0
"I want to show you the world, princess :) how about europe?","? , :) show princess world",0
"I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.",". . . stay help leave fight barely",0
"Rajni....pls do me a favour. Pls convey my Birthday wishes to Nitya.",". . pls pls wish birthday convey .... favour",0
"Lol you won't feel bad when I use her money to take you out to a steak dinner =D","take feel bad lol dinner money =d",0
"Poor girl can't go one day lmao","go girl day poor lmao",0
"Omg I want to scream. I weighed myself and I lost more weight! Woohoo!",". ! ! omg lose myself scream weight",0
"SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+",". . . free send get sm + / / win win take part 16 hg suite342/2lands row nokia nokia auction auction 7250i 86021",1
"My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?","? ? . go mind tuition",0
"Ranjith cal drpd Deeraj and deepak 5min hold","hold cal 5min",0
"Pls send me your address sir.",". pls sir send address",0
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. ",". u , , , , , , call £ £ 500 shop 100 voucher cash travel drop till",1
"I'm glad. You are following your dreams.",". . follow dream glad",0
"I wont. So wat's wit the guys",". guy wat 's wont wit",0
"I am in hospital dear. . I will call u back later",".. u back late call dear hospital",0
"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ","up , , go ... ... ... ... ... ... mind oh den dun oso goin haha today open la scared catch nvm gee jazz",0
"Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out",". . oh ill maybe 3d happend",0
"I can do that! I want to please you both inside and outside the bedroom...","please ... ! inside outside bedroom",0
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",". . . 2 , ok ur ur stop ! : claim mate & c t 250 16 join sms freemsg remove",1
"WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.",". . . . . back r ! win txt take & wow info club club uk ltd tour vip vip 81303",1
"That's cool he'll be here all night, lemme know when you're around",", know 's let night cool around that me",0
"Sorry, u need to wait","u , sorry need wait",0
"Wat time ü wan today?","? wan wat time ü today",0
"Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit","like go call & & ; ; lt # gt shit to doin start fyi",0
"Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.",". . please call £ apply end 350 todays voda number select receive match 08712300220 quoting claim code standard rate reward",1
"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 7044518857 Now! ",", , ! ! call customer prize claim final contact dear caller attempt guaranteed winner 5,00,000 7044518857 v0daf0ne",1
"All e best 4 ur driving tmr :-)","4 ur e :-) well drive tmr",0
"Is ur lecture over?","? ur lecture",0
"I'm going to be home soon and I don't want to talk about this stuff anymore tonight, ok? I've cried enough today.","? . talk , home ok go today stuff enough soon tonight cry anymore",0
"Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave",". . please yes & & & & ; ; ; ; leave leave lt lt # # gt gt",0
"Convey my best regards to him..thanks",".. good convey regard thanks",0
"It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c",". . . pls keep c nothing everything lot extra weather warm serious cold",0
"Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile and  FREE camcorder Reply or Call 8000930705","? reply free free call 200 new phone tomorrow mobile colour camcorder minute nokia 3510i deliver",1
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",". free , late ! ! call / txt orange offer & & & 1000 double xmas nokia motorola sonyericsson bluetooth mobileupd8 08000839402 call2optout dvd mins",1
"Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones",". . text apply collect tone polyphonic enjoy ringtones charge pass normal",1
"	U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0905809458","2 u look ur r * think make contact secret admirer reveal u-find special-call 447801259231",1
"Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 6299257179","please hold customer customer complete contact dear kyc care book 6299257179 amount wallet pyatm",1
"We have identified some unusual activity on your online banking. Please log in via the secure link http:owly/nPyL308KyWG to avoid account suspension",". online log please / : account unusual http activity link via secure avoid",1
"I am in hospital da. . I will return home in evening",".. home da return evening hospital",0
"So when do you wanna gym harri","want to gym",0
"I'm reading the text i just sent you. Its meant to be a joke. So read it in that light",". . send text just mean joke light read read",0
"Takin a shower now but yeah I'll leave when I'm done","leave takin yeah shower",0
"Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.",". anyway late go go ... ... sport wear leh nvm",0
"How did you find out in a way that didn't include all of these details","find way detail include",0
"What happen dear. Why you silent. I am tensed",". . silent why dear happen",0
"Kinda. First one gets in at twelve! Aah. Speak tomo",". . get speak ! tomo first kinda",0
"The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.","1 . 4 come u u ! ! every find way live life d search moment accept happiness happiness",0
"Loan  INR5,00,000 - 7,50,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 ","? . . . free still + call - help 0800 welcome loan homeowner tenant previously refuse 1956669",0
"We don call like  &lt;#&gt;  times oh. No give us hypertension oh.",". . like time call oh oh & & ; ; lt # gt give don",0
"As a valued customer, I am pleased to advise you that following recent lucky draw of your Mobile No. you are awarded with a Rs.5,00,000 Bonus Prize, call 7908807538",". , , follow call award rs. value customer prize bonus mobile draw lucky 5,00,000 7908807538 pleased advise recent",1
"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",". 4 u , , explain sorry hope ! ! il x b hi comin hun mite",0
"Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!","! ! ! ! / rate bore 10p n chat min landline date",1
"East coast","",0
"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",". . . , thing hope year just book whole drop few boston nyc",0
"You've always been the brainy one.",". always",0
"from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop","stop / / txt month & msg t age16",1
"Get ready to put on your excellent sub face :)","get :) ready face put sub excellent",0
"THANX 4 PUTTIN DA FONE DOWN ON ME!!","4 da ! ! down thanx fone",0
"I'm fine. Hope you are also",". hope fine",0
"Probably gonna swing by in a wee bit","go swing to bit probably",0
"Great! So what attracts you to the brothas?","? great !",0
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!","? come 's hear ! new stuff "" """,1
"RECPT 1/3. You have ordered a Ringtone. Your order is being processed...",". . ... order order ringtone process",1
"Dont know supports ass and srt i thnk. I think ps3 can play through usb too",". know think support thnk play ass",0
"Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all",". . know ok call wont disturb avoid",0
"Yay can't wait to party together!","! wait yay together party",0
"MBA+PGPM+SAP+PDP+LAPTOP. Fee 3.85 lacs. Register yourself for telephonic interview before 31st August. Limited Seats. Contact 08095370070 ,9886354542",". . . . , + + + + contact laptop register yourself interview fee limit august lac seat",1
"I am in tirupur.  call you da.",". . da call",0
"Hi Steven Malone, We have identified some unusual activity on your account. Log in via the secure ink to avoid account suspension http:l/natwestauth.xyz",". . , log / : account account hi unusual http activity via secure avoid l",1
"Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.",". . . up go time believe same same everything decision different thru feeling",0
":-) :-)",":-) :-)",0
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",". . , , , , send ur stop ! claim holiday unsub quiz start saturday address uk po box sunshine stamp hols med self envelope",1
"We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs","reply reply free re sm text call call 750 try mobile video min 08000930705 camcorder unlimited del thurs",1
"Tell me they're female :V how're you throwing in? We're deciding what all to get now","? get they 're 're tell : v decide throw female",0
"hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30","? ? u u workin r person nite sleep today hard again last ring nearly",0
"important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!",". 4 log 's ! ! orange today day important why there fantastic lucky surprise information user onto http://www.urawinner.com awaiting",0
"I've would like to thank you for this brother. I promise I wont take your help for granted and will fulfil my promise.",". . like take help wont thank brother promise promise grant",0
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! ",". .. , , ! ! n parent scream surprise friends",0
"Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...","2 6 up stay pick wan ... ... ü ü ü ask lar meh dad",0
"Haha awesome, I might need to take you up on that, what you doin tonight?","? up , , take haha may need doin tonight awesome",0
"You still at grand prix?","? still grand",0
"Awesome, lemme know whenever you're around",", know let whenever around me awesome",0
"Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath","? still go go coz end cine yogasana hey hav bathe bath",0
"Which is weird because I know I had it at one point","know point weird",0
"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe","? . . come , , sorry know know know get go right find second may think hey & & ; ; let lt # gt cause far babe babe someone fix hand buck cheap cost sooner",0
"I called and said all to him:)then he have to choose this future.",". :) call future choose",0
"Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com","2 free ur award txt guarantee & 500 100 congratulation cd voucher entry draw music 87066 tncs wkly",1
"Yeah do! Dont stand to close tho- you ll catch something!","ll ! ! - tho something yeah catch stand close",0
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*","? ? ? ? . up come , , , send great know go go ... tell * * download download download help may hey way wonder stuff remember someone set big internet connection tease sweet kiss moment file file suck page directly yahoo",0
"It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke","come come like just night day make always g everyone same smoke smoke weird seem timing",0
"Not much, just some textin'. How bout you?","? . , bout just '",0
"Jos ask if u wana meet up?","? up u ask meet wana",0
"	YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £550 prize. To collect Just call 09061743389",". pick ! call win £ won value vodafone customer computer prize collect just",1
"Just sent it. So what type of food do you like?","? . send like food just type",0
"I wait 4 ü inside da car park...","4 ... da ü car wait park inside",0
"i can call in  &lt;#&gt;  min if thats ok","ok call & & ; ; lt # gt thats min",0
"I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  2 Lacs.there is no source to arrange this amount.",". . . 2 .. buy urgent car wnt arrange vry urgently amount hv lac",0
"Love that holiday Monday feeling even if I have to go to the dentists in an hour","even go feel love holiday hour monday",0
"Lmao but its so fun...","fun ... lmao",0
"Your bill at 3 is £33.65 so thats not bad!","3 ! £ bill bad thats",0
"Finished class where are you.",". class finish",0
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?","? . . up u , , save second think night night shit really imagine def somewhere",0
"Can ü send me a copy of da report?","? send da ü copy report",0
"It could work, I hope so�I am sure that we'll reach a decision at the next meeting","� , hope next meeting work sure decision reach",0
"Dear Sir Your Bank card has been blocked because you did not updated yet, If you want to update your ATM card please contact +971586153091 +971523182746","sir , please + + contact dear block yet card card atm update bank",1
"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ...Did you go to the gym too ?","? ? ? ? ? ? ? , go ... honey miss sexy loverboy gym darling boytoy sugar",0
"Send to someone else :-)","send :-) someone else",0
"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!","? . . u u u , , r r year good good hear ! ! new hey off c treat glad urself cam",0
"Finish liao... U?","? u ... finish liao",0
"Just sleeping..and surfing..enjoying free time�",".. .. free � time just sleep enjoy surf",0
"I think the other two still need to get cash but we can def be ready by 9","9 still get think ready need cash two def",0
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",". . . . . . sometime sir , , , , , hope get good news meet off fine india evening happy join rakhesh god al share allah",0
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" ",", man ask question answer "" "" fool",0
"Good. Good job. I like entrepreneurs",". . like good good job",0
"Jay told me already, will do",", already tell jay",0
"Networking job is there.",". job",0
"78%  in mca. But not conform.",". . %",0
"Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info",". . 4 pls reply u sorry week ! term offer help > info yet min mob package unsubscribe themob request",1
"Give one miss from that number please","please number miss give",0
"SURBHIi..where are you dear..",".. .. dear",0
"K, text me when you're on the way",", text way k",0
"How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.",". . . talk tell hear anything : - wont wont dare stupid",0
"S..antha num corrct dane",".. s num",0
"K, want us to come by now?","? come , k",0
"Wait  &lt;#&gt;  min..",".. & & ; ; lt # gt wait min",0
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?","? . , like anything just ask hour need ago yeah fact",0
"You flippin your shit yet?","? shit yet",0
"Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.",". . . eat eat have n't day sit life pizza ruin",0
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",". . , great guy month well day wish wonderful",0
"Win the newest Harry Potter and the Order of the Phoenix . reply HARRY, answer 5 questions - chance to be the first among readers!",". 5 reply , order ! win new - question answer chance first harry harry",1
"What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother","know go tell say just have n't someone to probably bother",0
"I'm in inside office..still filling forms.don know when they leave me.",". . .. know still leave office don fill inside form",0
"Happy birthday... Wish u all the happiness in your life","u ... happy life wish birthday happiness",0
"You can never do NOTHING","never nothing",0
"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",". , know ! shop thats hand",0
"I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present.",". . 4 home get thk go go frens shopping ü cos b to present urself",0
"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night....",". , ... good ! bad night world .... gud people people lot",0
"Que pases un buen tiempo or something like that","like something",0
"Just dropped em off, omw back now",", back just off omw drop em",0
"As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune",". 9 ( ) friend * per ' ' copy set caller press request callertune callertune",0
"Don know:)this week i'm going to tirunelvai da.",". know go da :) week don",0
"Hahaha..use your brain dear�.thats important",". .. � important dear thats brain",0
"Rate Revsng soon.Xperience Beachside Living.Supertch Holiday Village.Xpandabl Villas at Yamuna XprswaySize 1575/2200 sf@27 lac onwrdsCall: 9999060692",". . . : rate holiday village soon lac",1
"	You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",", , call win £ collect final 800 cash cup tkts pobox euro2004",1
"Solve d Case : A Man Was Found Murdered On 19 october, AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play.whoz the murderer?","? 1 . . . . . . . . . . . . 2 2 2 3 4 5 6 7 sir , , , , , , pick go go house-maid murderer man murder call : : : : : : take sleep office question post d d afternoon everyone place play solve wife wife cook case found police police children",0
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",".. .. .. , , even quite ur ( ) wear well full ya rite black become cold",0
"I'm also came to room.",". come room",0
"I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...",". . know like ... good ! again joke always old people play mom",0
"WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm",". ! call award win £ prize number claim urgent land line mobile 2000 150ppm guaranteed 3030 valid 12hrs",1
"Sorry pa, i dont knw who ru pa?","? , sorry knw pa pa ru",0
"When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.",". . u u u anyone ... love love love love make someone gud except",0
"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",". 4 + ! £ holiday urgent need lose landline cash collection star complimentary 10,000 ibiza",1
"Ok leave no need to ask","ok ask leave need",0
"If you r @ home then come down within 5 min","5 come home r @ down min",0
"Lol no ouch but wish i'd stayed out a bit longer","stay wish long lol bit",0
"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?","? ? , , they 're go go mind feel n't tomo kind hi should",0
"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",". , , , please good tell 's yes ! ! ( ) well number n't need … ring do receipt",0
"You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+)","2 2 4 u speak + ( ( ) ) / £ * select receive claim inc holiday 1000 18 live min winner specially operator flight",1
"O was not into fps then.",". o",0
"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",", ! ! call £ prize claim final 1000 contact caller attempt guaranteed winner",1
"I am great princess! What are you thinking about me? :)","? great :) ! think princess",0
"This is my number by vivek..",".. number",0
"Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:","? 3 6 9 .. .. u u u u u u back get r r r :) ! ! : den christmas none lucky people cute ;) hate hug hug lik",0
"Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!","please ! call £ £ guarantee won customer prize service 0800 1000 representative 10am-9pm cash 5000",1
"Thank you. do you generally date the brothas?","? . thank date",0
"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 6200992462 from land line. Claim 3030. Valid 12hrs only",". . . . ! call award prize number claim urgent land line mobile inr guaranteed 3030 valid 12hrs 2,00,000 6200992462",1
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",". . . , late speak call n't problem mobile listen listen voice",0
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",", ur ! ! : win win prize keep mobile soon winner visit mr. ipod excite eye",1
"Otherwise had part time job and tuition..",".. time part otherwise job tuition",0
"K.:)you are the only girl waiting in reception ah?","? . :) girl k wait ah",0
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",", , , , , : tone tone tone 150p eg rply title title 8007 8007 nokia 4u eerie www.getzed.co.uk pobox36504w45wq",1
"Dear PAYTM customer your paytm KYC has been suspended, paytm office PH 6291628992 Account will block within 24 hour. Thank you. PAYTM TEAM",". . , customer hour office thank dear paytm paytm paytm paytm kyc account block 24 team ph suspend",1
"Only saturday and sunday holiday so its very difficult:)",":) holiday difficult saturday sunday",0
"Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..",".. get ... ... da :-) k change want to system network hmmm",0
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",". , , follow call award £ value customer prize bonus mob pleased advise recent review 1500",1
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it",".. .. : feel feel leave "" someone someone light beautiful heart truth read heavy against gravity carefully",0
"I'm home, my love ... If your still awake ... *loving kiss*",", home still ... ... * * love love awake kiss",0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends�.",". . � , ur person friend : new situation theory argument wins d lose argue",0
"	Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.","? . like ! time call call calling book one eve xmas little santa santa",0
"I am late. I will be there by evening",". late evening",0
"UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub",". . . ur + ! award city break win £ £ 200 summer shopping spree every wk txt store 88039 skilgme age16",0
"PRIVATE! Your 2004 Account Statement for 07742676564 shows 786 unredeemed Bonus Points. To claim call 08719180249 Identifier Code: 45239 Expires",". ! call : show claim code bonus account point statement private identifier expires 2004 786 unredeemed",1
"Ü all write or wat..",".. wat ü write",0
"Am not interested to do like that.",". like interested",0
"Lol ok your forgiven :)","ok :) lol",0
"NON-STOP INTERNET and DOWNLOADING with Pocket Internet. Dial *234*2900# and get Games at a special price of Rs.3 everyday. Click and play: http://goo.gl/iRrIJ",". . 3 get : rs. * * # special click dial price internet internet play games",0
"Yo, the game almost over? Want to go to walmart soon","? , go game yo soon almost",0
"There are no other charges after transfer charges and you can withdraw anyhow you like","like charge charge transfer",0
"Where r we meeting?","? r meeting",0
"I'm already back home so no probably not","back home already probably",0
"	UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117",". 2 go ur speak + ! £ txt claim x 18 live opt 2000 cash operator bahamas bahamas callfreefone 08081560665 cruise",1
"Hey morning what you come to ask:-) pa...","come ... :-) hey ask morning pa",0
"On ma way to school. Can you pls send me ashley's number",". pls send 's number way ma school",0
"Sorry battery died, yeah I'm here",", sorry die yeah battery",0
"Wat makes some people dearer is not just bcoz of the  happiness dat u feel when u meet them but bcoz of the pain u feel when u miss dem!!!","u u u u wat ! ! ! feel feel just meet pain make miss bcoz bcoz people dat happiness",0
"I wont do anything de.",". anything de wont",0
"This pay is  &lt;DECIMAL&gt;  lakhs:)",":) & & ; ; lt gt pay decimal",0
"Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!","up hope go ! just n't piss off remember sister something be",0
"Congrats kano..whr s the treat maga?","? .. s congrats kano treat",0
"	New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693",". 2 2 4 free guy ur txt new just receive name chat search area 25p postcode",1
"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.","? . talk , home go today k stuff enough to soon tonight cry anymore",0
"what is your account number?","? number account",0
"18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily.",". u late ! news day keep daily 18 result inform euro2004",1
"Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?","? get ... 10 figure ü yup haf add many shd ard page page",0
"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm ... I love you too, my Lion ... *devouring kiss from across the sea*",", , ... ... ... good ! ! * * love love wake morning word sea kiss lion",0
"Watching tv now.",". watch tv",0
"4 oclock at mine. Just to bash out a flat plan.",". . 4 just plan mine flat",0
"JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME","? ? . 2 2 talk u u u ! txt txt remember t y ",0
"Uncle Abbey! Happy New Year. Abiola",". year ! new happy uncle abiola",0
"You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906","free free entitle late ! call mobile mobile update update colour camera 08002986906",1
"	FreeMsg Today's the day if you are ready! I'm  & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end",". reply fun stop 's ! ! game end love today & & ready day per msg live freemsg ltd town sex netcollex 08700621170150p",1
"How r ü going to send it to me?","? send go r ü",0
"Ok..tell me�",".. � ok tell",0
"Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.","? . like plus * tomo cinema drink fr",0
"Hmm .. Bits and pieces lol ... *sighs* ...",".. ... ... * * piece lol hmm sigh",0
"Hey, iouri gave me your number, I'm wylie, ryan's friend",", , , 's friend number hey give wylie",0
"URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only",". . ! call award £ prize number urgent bonus land line mobile 2000 caller valid 12hrs",1
"Just glad to be talking to you.",". just glad",0
